measure_name,datum,county_id,state_id,state_name,first_year,last_year,footnotes,sources
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",550,37131,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",9030,37133,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",8560,37135,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",440,37137,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1670,37139,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",3050,37141,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",470,37143,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1840,37145,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",9260,37147,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",580,37149,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",6080,37151,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1740,37153,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",4830,37155,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",3310,37157,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",5920,37159,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",2620,37161,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",2110,37163,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1330,37165,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",3240,37167,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1780,37169,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",2230,37171,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",500,37173,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1470,37175,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",110,37177,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
